logFC	AveExpr	t	P.Value	adj.P.Val	B	gene	significance
-1.59746567950532	6.01038588284655	-6.3477476471198	0.000113274768767551	0.0393579736002464	1.66471210386332	ENSG00000156976	Downregulated in COVID
-1.544681432051	5.12219834464215	-6.33349047511596	0.000115260807885291	0.0393579736002464	1.6456711126511	ENSG00000055917	Downregulated in COVID
2.28433560342865	9.64871644755465	6.33347817662253	0.000115262537308436	0.0393579736002464	1.64356050991888	ENSG00000154146	Upregulated in COVID
-1.338572150613	5.40613905056771	-6.32493326628847	0.000116470964713912	0.0393579736002464	1.64005322862862	ENSG00000065809	Downregulated in COVID
-1.41169074231997	6.25464701668125	-6.3062705120753	0.000119158353627789	0.0393579736002464	1.61233012293905	ENSG00000110367	Downregulated in COVID
-1.52515290970915	5.70595853407255	-6.30123153711855	0.000119895438550948	0.0393579736002464	1.61184804531804	ENSG00000153250	Downregulated in COVID
-1.57316906487262	5.32996152884614	-6.27394275274633	0.000123974074724356	0.0393579736002464	1.57989670164081	ENSG00000149311	Downregulated in COVID
-1.26043299237446	6.5875923420551	-6.23284763888385	0.000130403027646436	0.0398078394062256	1.52017109289984	ENSG00000110958	Downregulated in COVID
2.63362184788182	5.71580923321709	6.15380332403117	0.000143809172005597	0.0398078394062256	1.43850671658705	ENSG00000161911	Upregulated in COVID
-2.2165009542576	3.81209761584286	-6.27860733808023	0.000123266360748814	0.0393579736002464	1.40281370081228	ENSG00000023445	Downregulated in COVID
1.50143360565389	6.19217948696011	6.10291891114407	0.000153225732097904	0.0398078394062256	1.36442150492878	ENSG00000095303	Upregulated in COVID
2.54138797810474	4.26024319932877	6.13150076369962	0.00014785686629196	0.0398078394062256	1.34977703936246	ENSG00000124107	Upregulated in COVID
1.19520791217927	6.96650711117274	6.07948763841673	0.000157784800470236	0.0398078394062256	1.32760801163273	ENSG00000105501	Upregulated in COVID
-2.81951025796117	4.04916956680155	-6.208920772291	0.000134312091929525	0.0398078394062256	1.32720618088984	ENSG00000213639	Downregulated in COVID
1.13146738075318	6.49498542932465	6.07301811298639	0.000159069336545763	0.0398078394062256	1.32186863438726	ENSG00000100351	Upregulated in COVID
2.32958849291799	3.80499873888888	6.14282917661371	0.000145785650724658	0.0398078394062256	1.29778275832846	ENSG00000049768	Upregulated in COVID
-1.8649092513625	3.981980581652	-6.10498561654443	0.000152830515365232	0.0398078394062256	1.28420546660859	ENSG00000113742	Downregulated in COVID
1.51708310088254	4.87015178701182	6.00145347260583	0.000174059733056503	0.0398078394062256	1.2562669963141	ENSG00000188677	Upregulated in COVID
1.94734175282608	5.34462397065395	5.995643497381	0.000175342227479058	0.0398078394062256	1.24897805474804	ENSG00000214688	Upregulated in COVID
1.0939347070187	6.34686995109976	6.01046123592767	0.000172091402312018	0.0398078394062256	1.24572959130771	ENSG00000136830	Upregulated in COVID
-1.37246236079584	4.97099452715439	-5.9823472123183	0.000178315927963325	0.0398078394062256	1.23328040713987	ENSG00000177189	Downregulated in COVID
-1.89766616847633	3.92225433856021	-6.06041615151699	0.00016160413444432	0.0398078394062256	1.22436541075739	ENSG00000153339	Downregulated in COVID
-2.32271939777818	4.710867523905	-5.98925182421824	0.000176764959447624	0.0398078394062256	1.22010772531702	ENSG00000156738	Downregulated in COVID
1.39278067893809	6.26418945868453	5.98694731567676	0.000177280985840633	0.0398078394062256	1.2193732636658	ENSG00000082014	Upregulated in COVID
-1.4899870666737	5.32903107673627	-5.9551894283655	0.000184560845758106	0.0398078394062256	1.20041679373391	ENSG00000140299	Downregulated in COVID
-1.80003794917264	5.10241725895593	-5.95015487377372	0.000185744349425849	0.0398078394062256	1.19471542121912	ENSG00000176390	Downregulated in COVID
1.18724783650154	8.4386290587089	5.9516642900442	0.000185388661506133	0.0398078394062256	1.17283656966523	ENSG00000136238	Upregulated in COVID
1.16229128127409	5.46181406252442	5.93496097391555	0.000189366168427661	0.0398078394062256	1.16947990602943	ENSG00000101082	Upregulated in COVID
2.16169084792109	4.27087459489733	5.942050938505	0.000187666685113849	0.0398078394062256	1.15138821685515	ENSG00000108839	Upregulated in COVID
-2.39074436337891	5.02398013523341	-5.91520317750845	0.000194190693763571	0.0402777390958148	1.1462263127417	ENSG00000171940	Downregulated in COVID
4.59562306545657	3.89854982823654	6.40625378531786	0.000105505270989501	0.0393579736002464	1.13478450686695	ENSG00000280411	Upregulated in COVID
3.57806146693147	6.20911300417971	5.90107154512003	0.000197722960712301	0.040466968078208	1.13279722852639	ENSG00000211659	Upregulated in COVID
1.29885187030318	5.12861455293807	5.89091030135519	0.000200305768965159	0.040466968078208	1.12173007971864	ENSG00000065989	Upregulated in COVID
2.28739352322485	3.53145446533094	6.01115693184573	0.000171940388446097	0.0398078394062256	1.09403454521562	ENSG00000205309	Upregulated in COVID
-1.56045137563751	4.24298639513597	-5.86794378285198	0.000206278985262128	0.0406186822118691	1.06543921179789	ENSG00000134644	Downregulated in COVID
-1.75432435580289	5.89706489849372	-5.84909599563892	0.000211325036863837	0.0409724362914787	1.0625125252682	ENSG00000135766	Downregulated in COVID
3.68684121149424	4.0901483653993	5.9670943604827	0.000181794635274505	0.0398078394062256	1.061589354749	ENSG00000211669	Upregulated in COVID
